Distanța (km),Nivel trafic,Ora livrării,Ziua săptămânii,Tip vehicul,Grad de încărcare,Durata estimată (min)
40.15,3.0,10.93,Duminică,Camion,0.51,99
5.67,3.0,10.34,Sâmbătă,Dubiță,0.3,13
29.05,3.0,17.64,Duminică,Bicicletă,0.25,184
23.47,4.0,8.27,Luni,Scuter,0.46,104
6.38,1.0,18.12,Marți,Camion,0.74,7
49.04,4.0,17.4,Vineri,Scuter,0.14,207
11.13,5.0,10.76,Joi,Camion,0.22,50
3.83,1.0,10.79,Marți,Bicicletă,0.2,18
29.94,2.0,16.43,Miercuri,Camion,0.63,60
37.07,4.0,18.43,Marți,Bicicletă,0.32,317
2.11,3.0,20.15,Sâmbătă,Scuter,0.25,6
33.11,3.0,19.78,Sâmbătă,Bicicletă,0.63,226
26.85,2.0,21.47,Luni,Camion,0.79,56
5.61,3.0,15.72,Marți,Camion,0.4,18
9.04,2.0,20.63,Duminică,Camion,0.62,14
28.61,3.0,19.13,Marți,Scuter,0.19,80
15.17,4.0,20.42,Sâmbătă,Dubiță,0.94,43
46.95,2.0,7.17,Miercuri,Scuter,0.4,127
41.03,3.0,21.49,Miercuri,Bicicletă,1.0,295
49.19,5.0,14.1,Vineri,Bicicletă,0.98,706
13.35,4.0,18.97,Duminică,Scuter,0.8,57
48.5,4.0,8.91,Duminică,Scuter,0.12,199
21.85,3.0,12.94,Miercuri,Bicicletă,0.59,141
17.7,4.0,11.07,Marți,Bicicletă,0.18,142
2.99,1.0,11.37,Luni,Bicicletă,0.91,12
3.11,2.0,8.85,Miercuri,Dubiță,0.81,8
34.75,2.0,19.09,Duminică,Dubiță,0.98,69
23.17,3.0,7.14,Duminică,Scuter,0.65,81
11.71,4.0,11.69,Sâmbătă,Scuter,0.57,44
30.89,3.0,9.62,Sâmbătă,Dubiță,0.57,69
13.02,4.0,15.84,Vineri,Camion,0.45,42
29.09,4.0,10.81,Vineri,Dubiță,0.52,78
18.28,3.0,10.88,Marți,Scuter,0.67,62
41.27,3.0,14.33,Miercuri,Dubiță,0.94,97
41.12,3.0,16.79,Miercuri,Camion,0.64,107
24.13,3.0,8.82,Vineri,Scuter,0.87,85
17.87,1.0,9.63,Miercuri,Bicicletă,0.88,81
18.45,5.0,10.71,Marți,Scuter,0.57,128
40.38,2.0,21.61,Luni,Dubiță,0.41,59
16.74,1.0,12.96,Sâmbătă,Dubiță,0.68,25
10.85,5.0,15.98,Marți,Camion,0.5,45
4.69,3.0,10.62,Miercuri,Dubiță,0.17,5
23.6,4.0,14.36,Marți,Camion,0.44,80
24.37,3.0,8.11,Sâmbătă,Scuter,0.99,81
42.12,3.0,7.52,Joi,Dubiță,0.14,79
11.45,2.0,14.03,Duminică,Scuter,0.73,43
19.36,3.0,12.98,Sâmbătă,Bicicletă,0.86,129
40.52,3.0,9.05,Duminică,Bicicletă,0.68,284
41.27,4.0,17.31,Sâmbătă,Camion,0.61,138
19.54,3.0,21.89,Joi,Dubiță,0.74,42
23.23,5.0,12.93,Miercuri,Scuter,0.49,156
15.51,1.0,16.37,Miercuri,Scuter,0.18,39
46.66,,21.44,Luni,Dubiță,0.97,106
6.37,3.0,19.47,Sâmbătă,Scuter,0.49,18
46.72,5.0,13.95,Marți,Dubiță,0.7,217
34.35,1.0,18.06,Luni,Dubiță,0.58,53
26.81,3.0,8.92,Miercuri,Bicicletă,0.15,171
2.12,5.0,14.68,Miercuri,Dubiță,0.96,13
24.04,2.0,11.19,Vineri,Scuter,0.81,76
20.68,5.0,9.42,Luni,Dubiță,0.23,87
8.48,1.0,13.39,Miercuri,Bicicletă,0.98,42
32.99,4.0,8.97,Joi,Bicicletă,0.76,306
48.57,5.0,17.48,Duminică,Camion,0.53,241
28.33,4.0,13.84,Vineri,Scuter,0.65,132
35.88,3.0,14.97,Marți,Dubiță,0.2,76
3.89,1.0,9.2,Duminică,Scuter,0.6,13
21.17,5.0,9.1,Vineri,Scuter,0.17,136
6.26,3.0,15.75,Sâmbătă,Dubiță,0.59,16
30.83,1.0,21.78,Sâmbătă,Bicicletă,0.6,141
46.95,4.0,8.44,Marți,Scuter,0.89,216
33.26,3.0,11.29,Joi,Camion,0.75,83
4.3,2.0,20.04,Marți,Scuter,0.32,15
18.06,2.0,8.08,Luni,Bicicletă,0.9,109
27.76,1.0,20.14,Duminică,Camion,0.62,37
20.46,3.0,14.86,Marți,Camion,0.65,49
41.77,4.0,13.12,Marți,Camion,0.25,132
40.83,3.0,11.65,Vineri,Camion,0.87,103
30.79,4.0,11.46,Joi,Dubiță,0.94,93
18.99,5.0,11.59,Marți,Dubiță,0.8,90
13.14,4.0,20.27,Luni,Dubiță,0.95,50
5.74,1.0,17.86,Vineri,Camion,0.37,5
18.07,4.0,17.05,Joi,Bicicletă,0.88,169
20.95,3.0,18.98,Joi,Scuter,0.54,72
33.95,,10.86,Miercuri,Camion,0.25,84
33.08,4.0,16.27,Sâmbătă,Bicicletă,0.7,303
3.97,3.0,13.9,Duminică,Scuter,0.72,22
20.07,5.0,18.74,Luni,Camion,0.36,97
9.5,2.0,11.64,Sâmbătă,Scuter,0.12,30
8.26,4.0,16.65,Vineri,Dubiță,0.28,20
41.45,1.0,20.23,Vineri,Dubiță,0.46,61
2.57,5.0,13.03,Luni,Dubiță,0.25,5
21.25,2.0,8.0,Joi,Bicicletă,0.27,112
8.83,,14.74,Marți,Dubiță,0.45,12
44.03,3.0,12.19,Luni,Bicicletă,0.97,317
28.07,3.0,17.08,Vineri,Dubiță,0.79,63
11.95,,21.27,Sâmbătă,Dubiță,0.39,24
25.37,,14.28,Duminică,Dubiță,0.96,62
36.71,3.0,13.99,Luni,Bicicletă,0.68,245
47.93,1.0,16.82,Joi,Scuter,0.51,101
11.41,3.0,8.55,Duminică,Bicicletă,0.52,75
44.37,4.0,10.8,Duminică,Camion,0.47,149
46.75,4.0,20.78,Duminică,Camion,0.31,158
45.86,4.0,17.05,Miercuri,Bicicletă,0.45,401
31.95,4.0,7.2,Duminică,Bicicletă,0.58,290
31.68,3.0,10.07,Miercuri,Scuter,0.58,98
20.46,1.0,17.24,Marți,Bicicletă,0.79,105
37.74,2.0,18.47,Marți,Dubiță,0.42,68
26.8,4.0,19.6,Duminică,Scuter,0.75,123
34.03,5.0,11.38,Joi,Bicicletă,0.62,458
21.71,3.0,20.97,Sâmbătă,Bicicletă,0.97,150
36.71,1.0,15.29,Marți,Camion,0.45,56
41.31,2.0,17.45,Miercuri,Scuter,0.91,127
7.75,3.0,15.95,Joi,Camion,0.84,15
41.73,3.0,8.84,Duminică,Bicicletă,0.67,279
27.24,1.0,21.45,Joi,Scuter,0.69,58
42.31,5.0,8.84,Joi,Dubiță,0.18,169
21.85,3.0,10.82,Luni,Bicicletă,0.96,156
19.26,5.0,19.2,Sâmbătă,Bicicletă,0.2,246
45.8,4.0,16.28,Duminică,Camion,0.61,151
12.93,,19.57,Sâmbătă,Dubiță,0.4,30
42.29,4.0,14.74,Marți,Bicicletă,0.49,373
24.46,4.0,12.65,Sâmbătă,Camion,0.65,83
25.95,4.0,20.83,Vineri,Camion,0.92,97
15.77,4.0,7.54,Miercuri,Bicicletă,0.51,137
28.87,3.0,19.84,Marți,Scuter,0.99,102
16.6,5.0,10.46,Duminică,Bicicletă,0.63,224
2.44,4.0,19.73,Sâmbătă,Dubiță,0.24,7
13.96,4.0,9.09,Miercuri,Bicicletă,0.27,116
0.82,5.0,15.7,Duminică,Scuter,0.74,5
48.93,2.0,20.32,Duminică,Camion,0.15,81
48.3,1.0,14.1,Marți,Dubiță,0.53,68
20.06,3.0,18.2,Vineri,Dubiță,0.23,46
36.55,3.0,19.07,Miercuri,Dubiță,0.49,85
17.62,4.0,18.05,Vineri,Dubiță,0.77,52
33.72,3.0,20.88,Miercuri,Scuter,0.51,118
40.37,3.0,13.7,Luni,Scuter,0.25,127
47.36,3.0,9.6,Duminică,Scuter,0.33,145
20.31,1.0,7.72,Luni,Scuter,0.43,36
39.27,4.0,10.7,Miercuri,Camion,0.16,128
13.66,4.0,9.15,Miercuri,Bicicletă,0.63,121
49.52,2.0,15.37,Vineri,Scuter,0.65,128
1.78,3.0,9.77,Duminică,Bicicletă,0.16,5
30.37,3.0,7.58,Sâmbătă,Dubiță,0.46,64
33.15,2.0,7.54,Duminică,Camion,0.47,67
34.56,2.0,19.47,Joi,Camion,0.4,64
6.46,5.0,15.87,Miercuri,Bicicletă,0.6,82
46.96,3.0,12.37,Marți,Bicicletă,0.41,302
9.47,2.0,20.41,Marți,Bicicletă,0.47,56
31.33,2.0,8.05,Marți,Camion,0.82,59
11.52,4.0,21.7,Luni,Scuter,0.25,45
15.71,4.0,16.24,Sâmbătă,Camion,0.66,59
27.55,4.0,9.75,Vineri,Scuter,0.56,125
21.15,1.0,17.19,Sâmbătă,Dubiță,0.37,31
8.43,,18.45,Luni,Scuter,0.75,55
8.96,3.0,13.44,Sâmbătă,Bicicletă,0.6,60
21.2,3.0,19.92,Sâmbătă,Scuter,0.53,68
37.99,3.0,9.26,Duminică,Scuter,0.7,126
44.95,3.0,11.18,Marți,Camion,0.82,112
4.66,5.0,8.4,Miercuri,Bicicletă,0.98,71
19.96,5.0,10.16,Marți,Dubiță,0.67,90
5.46,3.0,10.58,Sâmbătă,Scuter,0.89,21
1.32,5.0,20.76,Miercuri,Dubiță,0.1,6
33.26,4.0,8.17,Duminică,Bicicletă,0.58,299
30.32,5.0,13.41,Vineri,Scuter,0.29,191
8.57,,14.99,Joi,Camion,0.18,14
12.07,3.0,20.48,Miercuri,Dubiță,0.58,23
1.67,2.0,21.97,Luni,Camion,0.77,5
41.83,4.0,18.3,Marți,Dubiță,0.47,116
48.75,1.0,21.56,Duminică,Bicicletă,0.7,220
7.21,3.0,18.81,Duminică,Scuter,0.54,16
11.96,3.0,21.45,Marți,Dubiță,0.49,19
43.49,3.0,17.61,Sâmbătă,Camion,0.36,110
46.36,4.0,8.2,Sâmbătă,Dubiță,0.44,136
21.27,5.0,13.03,Sâmbătă,Dubiță,0.41,90
3.01,4.0,16.7,Duminică,Dubiță,0.68,20
2.45,5.0,12.26,Sâmbătă,Dubiță,0.2,5
28.91,2.0,11.1,Marți,Dubiță,0.18,53
19.95,3.0,15.66,Miercuri,Dubiță,0.69,45
1.92,3.0,21.0,Vineri,Camion,0.59,9
29.37,1.0,7.52,Miercuri,Dubiță,0.49,44
1.06,3.0,18.54,Luni,Dubiță,0.24,5
39.47,,17.84,Marți,Dubiță,0.47,116
15.67,3.0,21.46,Miercuri,Scuter,0.81,56
2.49,4.0,20.96,Marți,Bicicletă,0.9,13
29.62,3.0,18.43,Duminică,Bicicletă,0.73,213
20.19,1.0,14.81,Luni,Bicicletă,0.15,85
48.7,2.0,10.06,Duminică,Camion,0.7,103
27.44,3.0,15.18,Joi,Camion,0.32,60
14.12,2.0,18.48,Joi,Camion,0.38,31
35.62,1.0,20.44,Joi,Dubiță,0.28,56
13.94,3.0,18.85,Marți,Bicicletă,0.8,98
45.26,3.0,9.93,Miercuri,Dubiță,0.68,103
19.05,3.0,16.0,Marți,Scuter,0.65,60
27.72,4.0,11.98,Duminică,Bicicletă,0.7,252
3.0,4.0,7.14,Vineri,Scuter,0.31,10
21.59,3.0,10.0,Duminică,Scuter,0.5,74
41.7,4.0,8.7,Miercuri,Dubiță,0.67,122
40.38,4.0,19.64,Duminică,Bicicletă,0.67,369
11.6,4.0,10.88,Duminică,Scuter,0.81,50
11.69,3.0,11.27,Luni,Bicicletă,0.36,74
40.96,1.0,21.4,Sâmbătă,Scuter,0.79,98
46.55,4.0,12.69,Joi,Scuter,0.5,201
5.22,3.0,7.14,Miercuri,Dubiță,0.7,15
22.78,5.0,11.26,Miercuri,Bicicletă,0.51,304
17.2,4.0,8.79,Joi,Dubiță,0.95,53
43.6,3.0,8.54,Duminică,Dubiță,0.26,98
4.63,2.0,8.16,Luni,Dubiță,0.71,9
10.95,2.0,15.9,Marți,Dubiță,0.62,25
37.75,3.0,9.84,Marți,Dubiță,0.26,88
3.04,3.0,12.42,Duminică,Scuter,0.16,8
24.88,2.0,19.93,Duminică,Bicicletă,0.82,142
22.38,3.0,13.37,Sâmbătă,Bicicletă,0.24,138
17.05,2.0,20.74,Miercuri,Dubiță,0.27,24
20.03,5.0,14.47,Joi,Bicicletă,0.98,286
26.73,2.0,12.98,Duminică,Scuter,0.75,67
8.49,5.0,18.26,Duminică,Dubiță,0.33,32
28.81,5.0,8.1,Vineri,Camion,0.63,149
40.37,3.0,8.34,Luni,Camion,0.58,99
38.13,,16.78,Marți,Scuter,0.86,182
8.12,3.0,14.3,Luni,Scuter,0.76,30
7.89,4.0,18.86,Luni,Camion,0.85,37
13.77,3.0,20.74,Sâmbătă,Dubiță,0.29,32
18.37,3.0,12.83,Luni,Scuter,0.68,68
20.72,3.0,15.95,Joi,Camion,0.14,50
34.15,3.0,14.51,Sâmbătă,Dubiță,0.16,72
3.31,3.0,21.72,Duminică,Scuter,0.74,17
2.22,2.0,19.47,Joi,Bicicletă,0.12,14
19.9,3.0,20.68,Sâmbătă,Bicicletă,0.62,135
35.01,1.0,10.82,Joi,Bicicletă,0.86,165
10.08,1.0,18.59,Sâmbătă,Dubiță,0.44,17
32.25,2.0,10.98,Sâmbătă,Scuter,0.14,76
13.36,1.0,10.13,Miercuri,Camion,0.74,19
44.36,2.0,21.16,Joi,Scuter,0.94,134
44.84,4.0,7.29,Miercuri,Bicicletă,0.75,422
15.22,1.0,21.48,Duminică,Bicicletă,0.62,64
11.88,4.0,9.24,Sâmbătă,Dubiță,0.31,30
20.86,,19.29,Marți,Camion,0.11,44
12.41,5.0,11.14,Sâmbătă,Dubiță,0.73,60
33.78,3.0,12.26,Marți,Camion,0.31,84
41.39,3.0,10.25,Marți,Scuter,0.87,150
33.82,3.0,15.78,Marți,Dubiță,0.52,73
41.31,3.0,12.22,Marți,Dubiță,0.58,94
20.15,3.0,16.86,Joi,Dubiță,0.78,48
8.24,2.0,7.23,Vineri,Bicicletă,0.8,42
37.03,5.0,7.97,Joi,Bicicletă,0.68,506
18.34,3.0,8.49,Duminică,Camion,0.94,55
33.73,3.0,13.28,Vineri,Scuter,0.98,119
13.9,4.0,19.22,Joi,Dubiță,0.95,45
4.52,3.0,20.32,Duminică,Bicicletă,0.84,33
49.63,4.0,10.67,Marți,Dubiță,0.74,151
8.23,3.0,15.62,Luni,Camion,0.7,24
49.43,4.0,18.53,Sâmbătă,Camion,0.19,151
48.88,2.0,11.33,Vineri,Scuter,0.34,132
39.79,4.0,13.14,Luni,Camion,0.11,125
33.14,4.0,14.86,Marți,Dubiță,0.22,88
29.1,2.0,9.02,Vineri,Scuter,0.5,85
43.37,2.0,7.39,Luni,Scuter,0.23,110
14.83,3.0,9.29,Joi,Bicicletă,0.91,102
23.65,5.0,16.4,Duminică,Dubiță,0.83,116
31.16,2.0,8.1,Marți,Camion,0.16,60
20.85,3.0,9.85,Joi,Bicicletă,0.32,124
21.66,1.0,12.07,Joi,Dubiță,0.84,31
16.85,3.0,8.17,Marți,Dubiță,0.82,41
28.43,3.0,9.88,Vineri,Scuter,0.95,91
42.6,5.0,20.67,Sâmbătă,Scuter,1.0,307
10.48,3.0,7.29,Miercuri,Dubiță,0.98,26
46.75,,16.8,Miercuri,Bicicletă,0.47,403
34.61,3.0,12.77,Sâmbătă,Scuter,0.33,112
41.25,1.0,17.09,Marți,Scuter,0.78,95
28.03,3.0,15.83,Miercuri,Dubiță,0.37,54
39.09,3.0,10.35,Sâmbătă,Dubiță,0.83,96
1.3,5.0,19.71,Luni,Scuter,0.58,13
41.01,,14.38,Sâmbătă,Bicicletă,0.81,570
2.49,2.0,19.34,Vineri,Scuter,0.35,5
44.55,2.0,13.09,Duminică,Dubiță,0.56,83
49.6,2.0,21.77,Sâmbătă,Scuter,0.61,133
15.06,5.0,18.56,Joi,Dubiță,0.95,62
10.91,5.0,21.49,Joi,Scuter,0.34,72
38.39,4.0,14.71,Duminică,Dubiță,0.94,118
13.02,3.0,14.11,Marți,Dubiță,0.82,28
43.35,3.0,18.33,Joi,Bicicletă,0.76,307
5.59,3.0,20.2,Luni,Dubiță,0.81,12
6.73,2.0,21.46,Sâmbătă,Scuter,0.64,18
48.97,3.0,11.87,Duminică,Dubiță,0.32,107
33.86,1.0,18.98,Luni,Camion,0.27,56
42.42,2.0,10.16,Marți,Scuter,0.88,115
16.55,5.0,15.18,Joi,Bicicletă,0.75,228
33.99,4.0,9.7,Duminică,Scuter,0.29,144
29.91,3.0,12.21,Miercuri,Bicicletă,0.65,204
30.36,3.0,20.97,Sâmbătă,Camion,0.5,77
34.29,3.0,9.19,Miercuri,Bicicletă,0.24,229
28.98,4.0,16.49,Vineri,Dubiță,0.58,80
21.74,4.0,15.89,Marți,Camion,0.35,75
14.16,4.0,8.81,Vineri,Camion,0.19,50
38.54,4.0,11.89,Miercuri,Bicicletă,0.52,343
11.7,2.0,15.44,Miercuri,Scuter,0.63,28
34.77,3.0,9.81,Miercuri,Bicicletă,0.14,223
12.05,3.0,19.01,Vineri,Bicicletă,0.46,68
31.45,3.0,21.58,Duminică,Camion,0.33,72
37.48,4.0,10.22,Marți,Dubiță,0.13,108
11.33,3.0,9.8,Sâmbătă,Scuter,0.21,34
3.47,2.0,13.82,Duminică,Bicicletă,0.23,25
6.98,,18.22,Sâmbătă,Dubiță,0.26,7
30.5,5.0,11.22,Luni,Dubiță,0.82,136
42.55,2.0,7.3,Luni,Scuter,0.5,110
2.73,4.0,15.12,Miercuri,Dubiță,0.23,10
36.84,3.0,21.35,Marți,Bicicletă,0.19,228
17.4,1.0,12.87,Marți,Camion,0.37,26
24.19,,13.3,Joi,Dubiță,0.82,63
46.48,4.0,21.53,Joi,Camion,0.43,159
16.93,3.0,17.42,Duminică,Scuter,0.24,51
23.53,5.0,17.79,Vineri,Scuter,0.46,146
1.18,2.0,15.44,Joi,Dubiță,0.6,5
4.54,1.0,21.62,Duminică,Camion,0.13,8
13.3,5.0,17.33,Sâmbătă,Bicicletă,0.66,184
1.88,3.0,20.43,Sâmbătă,Camion,0.46,5
31.75,3.0,17.49,Duminică,Dubiță,0.11,65
21.61,4.0,18.03,Vineri,Camion,0.71,70
27.63,3.0,11.36,Luni,Camion,0.74,75
9.15,4.0,11.55,Miercuri,Scuter,0.67,50
15.15,2.0,18.74,Marți,Dubiță,0.41,15
33.36,2.0,11.45,Luni,Camion,0.58,67
48.28,2.0,15.44,Duminică,Dubiță,0.45,79
3.0,4.0,10.74,Sâmbătă,Bicicletă,0.73,20
44.57,2.0,19.25,Luni,Dubiță,0.63,75
29.06,4.0,8.66,Vineri,Bicicletă,0.17,242
28.41,5.0,19.44,Miercuri,Dubiță,0.68,131
25.26,3.0,16.04,Sâmbătă,Dubiță,0.72,65
3.94,3.0,9.8,Vineri,Camion,0.43,10
4.95,3.0,15.13,Duminică,Camion,0.89,5
30.25,3.0,11.24,Luni,Bicicletă,0.86,212
17.38,3.0,11.85,Marți,Bicicletă,0.26,103
45.9,4.0,12.27,Joi,Scuter,0.91,211
20.63,5.0,7.95,Vineri,Camion,0.5,105
7.59,5.0,21.79,Sâmbătă,Bicicletă,0.75,106
35.88,5.0,7.47,Luni,Camion,0.83,191
15.02,5.0,16.94,Joi,Dubiță,0.55,65
26.51,3.0,12.57,Joi,Scuter,0.46,91
35.04,4.0,16.69,Luni,Camion,0.92,122
45.06,5.0,12.34,Miercuri,Camion,0.31,221
39.71,3.0,17.11,Luni,Camion,0.33,97
33.98,5.0,17.94,Sâmbătă,Camion,0.43,165
34.14,3.0,17.36,Duminică,Bicicletă,0.87,242
47.32,,8.71,Marți,Bicicletă,0.94,450
15.14,4.0,16.85,Sâmbătă,Scuter,0.3,72
0.56,5.0,11.2,Duminică,Dubiță,0.88,5
13.96,2.0,7.43,Joi,Dubiță,0.33,24
11.29,4.0,13.22,Marți,Scuter,0.97,53
33.26,3.0,13.5,Vineri,Dubiță,0.64,79
31.87,2.0,14.01,Joi,Bicicletă,0.11,160
29.88,4.0,17.57,Miercuri,Camion,0.13,91
1.3,3.0,11.63,Luni,Dubiță,0.23,5
36.57,4.0,11.73,Vineri,Camion,0.27,111
16.51,3.0,7.91,Sâmbătă,Camion,0.79,42
33.42,3.0,17.3,Marți,Bicicletă,0.3,219
28.05,4.0,15.52,Vineri,Camion,0.97,99
17.47,3.0,12.24,Miercuri,Dubiță,0.67,37
7.16,2.0,17.58,Luni,Bicicletă,0.72,31
5.17,5.0,15.06,Vineri,Scuter,0.3,40
41.66,3.0,14.04,Sâmbătă,Bicicletă,0.9,298
45.96,4.0,14.67,Marți,Dubiță,0.7,144
32.66,3.0,16.55,Vineri,Bicicletă,0.88,235
5.62,3.0,16.9,Luni,Dubiță,0.96,13
20.4,3.0,11.33,Sâmbătă,Dubiță,0.21,43
36.58,3.0,9.11,Vineri,Bicicletă,0.19,235
39.1,3.0,9.35,Marți,Dubiță,0.82,92
6.35,3.0,16.59,Luni,Scuter,0.88,25
0.5,3.0,20.09,Miercuri,Dubiță,0.63,5
35.75,2.0,13.14,Miercuri,Scuter,0.43,96
18.15,3.0,9.54,Joi,Scuter,0.69,61
13.1,2.0,18.35,Vineri,Dubiță,0.38,22
1.14,2.0,19.49,Marți,Camion,0.31,6
27.24,5.0,20.21,Vineri,Scuter,0.54,185
42.63,4.0,16.1,Luni,Scuter,0.29,186
47.9,4.0,19.91,Joi,Bicicletă,0.54,427
28.5,3.0,7.23,Marți,Scuter,0.96,105
25.97,5.0,8.61,Vineri,Scuter,0.86,180
4.71,4.0,8.39,Marți,Scuter,0.95,20
27.67,4.0,17.69,Luni,Scuter,0.83,133
19.31,3.0,8.04,Joi,Camion,0.42,44
30.55,5.0,14.45,Marți,Scuter,0.83,214
19.74,4.0,14.09,Luni,Dubiță,0.93,69
12.39,5.0,11.66,Miercuri,Camion,0.95,72
5.2,2.0,20.06,Marți,Scuter,0.71,16
16.09,2.0,9.56,Joi,Dubiță,0.29,26
5.28,2.0,12.29,Duminică,Dubiță,0.14,8
9.26,2.0,18.61,Sâmbătă,Camion,0.23,22
49.37,5.0,7.46,Sâmbătă,Camion,0.97,265
22.48,1.0,17.09,Marți,Dubiță,0.52,30
26.83,1.0,19.25,Marți,Camion,0.87,53
43.74,2.0,20.98,Luni,Camion,0.52,88
49.78,2.0,20.14,Vineri,Bicicletă,0.69,269
29.34,2.0,11.79,Sâmbătă,Camion,0.12,56
40.72,4.0,15.8,Vineri,Bicicletă,0.32,351
16.68,3.0,8.16,Sâmbătă,Camion,0.49,36
15.63,1.0,10.87,Marți,Camion,0.67,26
20.43,3.0,8.41,Joi,Dubiță,0.25,42
33.79,3.0,11.73,Joi,Bicicletă,0.79,237
34.27,2.0,20.13,Duminică,Camion,0.43,70
16.1,4.0,12.21,Sâmbătă,Scuter,0.84,72
7.09,4.0,15.43,Sâmbătă,Camion,0.19,15
31.8,4.0,13.5,Luni,Dubiță,0.71,102
6.85,4.0,13.88,Marți,Dubiță,0.36,14
29.14,1.0,21.54,Marți,Dubiță,0.82,47
34.82,5.0,11.44,Duminică,Bicicletă,0.46,456
35.18,4.0,16.41,Vineri,Bicicletă,0.7,322
37.8,5.0,13.3,Luni,Bicicletă,0.94,547
43.71,1.0,7.92,Miercuri,Scuter,0.12,105
25.25,5.0,14.34,Joi,Bicicletă,0.11,301
36.65,4.0,19.2,Joi,Dubiță,0.79,118
31.15,4.0,8.48,Marți,Bicicletă,0.68,282
9.74,1.0,8.04,Duminică,Bicicletă,0.36,47
1.77,4.0,9.3,Luni,Camion,0.54,11
14.58,5.0,18.47,Miercuri,Bicicletă,0.14,187
22.43,4.0,17.86,Joi,Camion,0.27,72
31.05,3.0,15.48,Luni,Bicicletă,0.48,200
42.57,5.0,14.02,Miercuri,Camion,0.85,229
10.21,3.0,20.32,Sâmbătă,Dubiță,0.53,23
6.71,3.0,18.5,Marți,Bicicletă,0.63,44
48.19,3.0,19.18,Vineri,Dubiță,0.89,111
5.85,5.0,19.2,Joi,Bicicletă,0.38,81
24.19,1.0,16.64,Joi,Scuter,0.73,63
29.49,3.0,13.87,Miercuri,Scuter,0.88,98
27.3,4.0,19.97,Vineri,Dubiță,0.28,80
4.76,4.0,20.89,Sâmbătă,Dubiță,0.42,12
3.32,,7.36,Luni,Scuter,0.98,5
5.72,5.0,7.77,Marți,Scuter,0.98,42
29.49,5.0,21.38,Luni,Camion,0.3,137
27.45,1.0,11.16,Miercuri,Bicicletă,0.16,105
12.07,,20.1,Joi,Scuter,0.34,35
32.07,1.0,12.83,Sâmbătă,Dubiță,0.46,42
41.09,3.0,8.79,Joi,Dubiță,0.5,87
2.56,3.0,8.21,Luni,Scuter,0.66,5
25.16,5.0,9.35,Sâmbătă,Dubiță,0.91,117
34.62,4.0,10.75,Duminică,Bicicletă,0.4,296
12.99,2.0,14.33,Marți,Camion,0.86,29
15.73,1.0,17.52,Miercuri,Bicicletă,0.18,68
30.88,3.0,21.8,Marți,Camion,0.14,73
44.95,3.0,13.62,Miercuri,Camion,0.55,111
40.59,2.0,14.77,Marți,Scuter,0.15,99
29.36,5.0,14.83,Duminică,Dubiță,0.45,124
36.65,5.0,15.09,Luni,Camion,0.91,191
18.56,3.0,14.77,Vineri,Scuter,0.32,63
32.23,5.0,7.13,Sâmbătă,Dubiță,0.74,139
23.58,3.0,7.03,Miercuri,Dubiță,0.37,50
9.9,4.0,8.46,Luni,Camion,0.14,29
35.24,3.0,8.52,Joi,Dubiță,0.6,82
28.04,2.0,17.57,Joi,Bicicletă,0.85,150
18.25,5.0,10.07,Marți,Dubiță,0.47,80
45.61,3.0,20.42,Joi,Bicicletă,0.66,311
1.54,4.0,20.93,Vineri,Dubiță,0.91,5
16.13,3.0,21.64,Miercuri,Camion,0.81,37
3.32,1.0,21.09,Marți,Camion,0.27,5
38.44,2.0,11.08,Miercuri,Scuter,0.76,109
35.25,3.0,14.65,Miercuri,Bicicletă,0.55,236
16.9,4.0,9.63,Duminică,Bicicletă,0.77,159
33.95,3.0,19.09,Luni,Camion,0.55,79
20.1,4.0,20.33,Joi,Camion,0.22,55
37.93,4.0,19.77,Sâmbătă,Camion,0.61,128
22.98,4.0,13.5,Miercuri,Bicicletă,0.54,198
20.91,3.0,18.38,Vineri,Scuter,0.57,66
46.77,5.0,8.46,Duminică,Bicicletă,0.89,666
12.92,3.0,7.6,Vineri,Camion,0.91,35
6.46,3.0,18.3,Sâmbătă,Scuter,0.51,19
29.43,2.0,13.38,Joi,Dubiță,0.51,48
48.48,3.0,21.93,Joi,Dubiță,0.56,111
19.2,1.0,8.46,Marți,Camion,0.57,33
3.57,4.0,19.83,Marți,Scuter,0.96,11
17.3,2.0,14.2,Marți,Camion,0.68,26
25.54,,19.41,Joi,Bicicletă,0.35,173
8.52,4.0,19.26,Miercuri,Bicicletă,0.58,70
33.08,3.0,20.74,Luni,Scuter,0.66,115
49.89,2.0,11.47,Sâmbătă,Camion,0.68,110
22.86,2.0,21.25,Duminică,Camion,0.63,47
18.06,4.0,9.28,Sâmbătă,Dubiță,0.26,48
20.33,2.0,8.23,Sâmbătă,Scuter,0.13,43
6.2,3.0,13.47,Marți,Camion,0.4,8
44.22,3.0,19.42,Luni,Bicicletă,0.48,293
21.03,4.0,14.1,Vineri,Camion,0.16,72
19.67,4.0,19.44,Joi,Camion,0.83,67
33.15,4.0,17.95,Vineri,Bicicletă,0.41,284
22.38,1.0,10.14,Marți,Bicicletă,0.92,109
32.59,2.0,21.23,Miercuri,Camion,0.24,58
3.54,2.0,7.91,Duminică,Bicicletă,0.15,19
40.78,2.0,20.47,Duminică,Dubiță,0.53,72
47.05,2.0,11.57,Marți,Dubiță,0.27,77
32.61,,14.5,Luni,Dubiță,0.94,77
